locus,CHR,START,STOP
2230,14,7000001,8000001
2231,14,8000001,9000001
2232,14,9000001,10000001
2233,14,10000001,11000001
2234,14,11000001,12000001
2235,14,12000001,13000001
2236,14,13000001,14000001
2237,14,14000001,15000001
2238,14,15000001,16000001
2239,14,16000001,17000001
2240,14,17000001,18000001
2241,14,18000001,19000001
2242,14,19000001,20000001
2243,14,20000001,21000001
2244,14,21000001,22000001
2245,14,22000001,23000001
2246,14,23000001,24000001
2247,14,24000001,25000001
2248,14,25000001,26000001
2249,14,26000001,27000001
2250,14,27000001,28000001
2251,14,28000001,29000001
2252,14,29000001,30000001
2253,14,30000001,31000001
2254,14,31000001,32000001
2255,14,32000001,33000001
2256,14,33000001,34000001
2257,14,34000001,35000001
2258,14,35000001,36000001
2259,14,36000001,37000001
2260,14,37000001,38000001
2261,14,38000001,39000001
2262,14,39000001,40000001
2263,14,40000001,41000001
2264,14,41000001,42000001
2265,14,42000001,43000001
2266,14,43000001,44000001
2267,14,44000001,45000001
2268,14,45000001,46000001
2269,14,46000001,47000001
2270,14,47000001,48000001
2271,14,48000001,49000001
2272,14,49000001,50000001
2273,14,50000001,51000001
2274,14,51000001,52000001
2275,14,52000001,53000001
2276,14,53000001,54000001
2277,14,54000001,55000001
2278,14,55000001,56000001
2279,14,56000001,57000001
2280,14,57000001,58000001
2281,14,58000001,59000001
2282,14,59000001,60000001
2283,14,60000001,61000001
2284,14,61000001,62000001
2285,14,62000001,63000001
2286,14,63000001,64000001
2287,14,64000001,65000001
2288,14,65000001,66000001
2289,14,66000001,67000001
2290,14,67000001,68000001
2291,14,68000001,69000001
2292,14,69000001,70000001
2293,14,70000001,71000001
2294,14,71000001,72000001
2295,14,72000001,73000001
2296,14,73000001,74000001
2297,14,74000001,75000001
2298,14,75000001,76000001
2299,14,76000001,77000001
2300,14,77000001,78000001
2301,14,78000001,79000001
2302,14,79000001,80000001
2303,14,80000001,81000001
2304,14,81000001,82000001
2305,14,82000001,83000001
2306,14,83000001,84000001
2307,14,84000001,85000001
2308,14,85000001,86000001
2309,14,86000001,87000001
2310,14,87000001,88000001
2311,14,88000001,89000001
2312,14,89000001,90000001
2313,14,90000001,91000001
2314,14,91000001,92000001
2315,14,92000001,93000001
2316,14,93000001,94000001
2317,14,94000001,95000001
2318,14,95000001,96000001
2319,14,96000001,97000001
2320,14,97000001,98000001
2321,14,98000001,99000001
2322,14,99000001,100000001
2323,14,100000001,101000001
2324,14,101000001,102000001
2325,14,102000001,103000001
2326,14,103000001,104000001
2327,14,104000001,105000001
2328,14,105000001,106000001
2329,14,106000001,107000001
2330,14,107000001,108000001
2331,14,108000001,109000001
2332,15,1,1000001
2333,15,1000001,2000001
2334,15,2000001,3000001
2335,15,3000001,4000001
2336,15,4000001,5000001
2337,15,5000001,6000001
2338,15,6000001,7000001
2339,15,7000001,8000001
2340,15,8000001,9000001
2341,15,9000001,10000001
2342,15,10000001,11000001
2343,15,11000001,12000001
2344,15,12000001,13000001
2345,15,13000001,14000001
2346,15,14000001,15000001
2347,15,15000001,16000001
2348,15,16000001,17000001
2349,15,17000001,18000001
2350,15,18000001,19000001
2351,15,19000001,20000001
2352,15,20000001,21000001
2353,15,21000001,22000001
2354,15,22000001,23000001
2355,15,23000001,24000001
2356,15,24000001,25000001
2357,15,25000001,26000001
2358,15,26000001,27000001
2359,15,27000001,28000001
2360,15,28000001,29000001
2361,15,29000001,30000001
2362,15,30000001,31000001
2363,15,31000001,32000001
2364,15,32000001,33000001
2365,15,33000001,34000001
2366,15,34000001,35000001
2367,15,35000001,36000001
2368,15,36000001,37000001
2369,15,37000001,38000001
2370,15,38000001,39000001
2371,15,39000001,40000001
2372,15,40000001,41000001
2373,15,41000001,42000001
2374,15,42000001,43000001
2375,15,43000001,44000001
2376,15,44000001,45000001
2377,15,45000001,46000001
2378,15,46000001,47000001
2379,15,47000001,48000001
2380,15,48000001,49000001
2381,15,49000001,50000001
2382,15,50000001,51000001
2383,15,51000001,52000001
2384,15,52000001,53000001
2385,15,53000001,54000001
2386,15,54000001,55000001
2387,15,55000001,56000001
2388,15,56000001,57000001
2389,15,57000001,58000001
2390,15,58000001,59000001
2391,15,59000001,60000001
2392,15,60000001,61000001
2393,15,61000001,62000001
2394,15,62000001,63000001
2395,15,63000001,64000001
2396,15,64000001,65000001
2397,15,65000001,66000001
2398,15,66000001,67000001
2399,15,67000001,68000001
2400,15,68000001,69000001
2401,15,69000001,70000001
2402,15,70000001,71000001
2403,15,71000001,72000001
2404,15,72000001,73000001
2405,15,73000001,74000001
2406,15,74000001,75000001
2407,15,75000001,76000001
2408,15,76000001,77000001
2409,15,77000001,78000001
2410,15,78000001,79000001
2411,15,79000001,80000001
2412,15,80000001,81000001
2413,15,81000001,82000001
2414,15,82000001,83000001
2415,15,83000001,84000001
2416,15,84000001,85000001
2417,15,85000001,86000001
2418,15,86000001,87000001
2419,15,87000001,88000001
2420,15,88000001,89000001
2421,15,89000001,90000001
2422,15,90000001,91000001
2423,15,91000001,92000001
2424,15,92000001,93000001
2425,15,93000001,94000001
2426,15,94000001,95000001
2427,15,95000001,96000001
2428,15,96000001,97000001
2429,15,97000001,98000001
2430,15,98000001,99000001
2431,15,99000001,100000001
2432,15,100000001,101000001
2433,15,101000001,102000001
2434,15,102000001,103000001
2435,15,103000001,104000001
2436,16,1,1000001
2437,16,1000001,2000001
2438,16,2000001,3000001
2439,16,3000001,4000001
2440,16,4000001,5000001
2441,16,5000001,6000001
2442,16,6000001,7000001
2443,16,7000001,8000001
2444,16,8000001,9000001
2445,16,9000001,10000001
2446,16,10000001,11000001
2447,16,11000001,12000001
2448,16,12000001,13000001
2449,16,13000001,14000001
2450,16,14000001,15000001
2451,16,15000001,16000001
2452,16,16000001,17000001
2453,16,17000001,18000001
2454,16,18000001,19000001
2455,16,19000001,20000001
2456,16,20000001,21000001
2457,16,21000001,22000001
2458,16,22000001,23000001
2459,16,23000001,24000001
2460,16,24000001,25000001
2461,16,25000001,26000001
2462,16,26000001,27000001
2463,16,27000001,28000001
2464,16,28000001,29000001
2465,16,29000001,30000001
2466,16,30000001,31000001
2467,16,31000001,32000001
2468,16,32000001,33000001
2469,16,33000001,34000001
2470,16,34000001,35000001
2471,16,35000001,36000001
2472,16,36000001,37000001
2473,16,37000001,38000001
2474,16,38000001,39000001
2475,16,39000001,40000001
2476,16,40000001,41000001
2477,16,41000001,42000001
2478,16,42000001,43000001
2479,16,43000001,44000001
2480,16,44000001,45000001
2481,16,45000001,46000001
2482,16,46000001,47000001
2483,16,47000001,48000001
2484,16,48000001,49000001
2485,16,49000001,50000001
2486,16,50000001,51000001
2487,16,51000001,52000001
2488,16,52000001,53000001
2489,16,53000001,54000001
2490,16,54000001,55000001
2491,16,55000001,56000001
2492,16,56000001,57000001
2493,16,57000001,58000001
2494,16,58000001,59000001
2495,16,59000001,60000001
2496,16,60000001,61000001
2497,16,61000001,62000001
2498,16,62000001,63000001
2499,16,63000001,64000001
2500,16,64000001,65000001
2501,16,65000001,66000001
2502,16,66000001,67000001
2503,16,67000001,68000001
2504,16,68000001,69000001
2505,16,69000001,70000001
2506,16,70000001,71000001
2507,16,71000001,72000001
2508,16,72000001,73000001
2509,16,73000001,74000001
2510,16,74000001,75000001
2511,16,75000001,76000001
2512,16,76000001,77000001
2513,16,77000001,78000001
2514,16,78000001,79000001
2515,16,79000001,80000001
2516,16,80000001,81000001
2517,16,81000001,82000001
2518,16,82000001,83000001
2519,16,83000001,84000001
2520,16,84000001,85000001
2521,16,85000001,86000001
2522,16,86000001,87000001
2523,16,87000001,88000001
2524,16,88000001,89000001
2525,16,89000001,90000001
2526,16,90000001,91000001
2527,16,91000001,92000001
2528,17,1,1000001
2529,17,1000001,2000001
2530,17,2000001,3000001
2531,17,3000001,4000001
2532,17,4000001,5000001
2533,17,5000001,6000001
2534,17,6000001,7000001
2535,17,7000001,8000001
2536,17,8000001,9000001
2537,17,9000001,10000001
2538,17,10000001,11000001
2539,17,11000001,12000001
2540,17,12000001,13000001
2541,17,13000001,14000001
2542,17,14000001,15000001
2543,17,15000001,16000001
2544,17,16000001,17000001
2545,17,17000001,18000001
2546,17,18000001,19000001
2547,17,19000001,20000001
2548,17,20000001,21000001
2549,17,21000001,22000001
2550,17,22000001,23000001
2551,17,23000001,24000001
2552,17,24000001,25000001
2553,17,25000001,26000001
2554,17,26000001,27000001
2555,17,27000001,28000001
2556,17,28000001,29000001
2557,17,29000001,30000001
2558,17,30000001,31000001
2559,17,31000001,32000001
2560,17,32000001,33000001
2561,17,33000001,34000001
2562,17,34000001,35000001
2563,17,35000001,36000001
2564,17,36000001,37000001
2565,17,37000001,38000001
2566,17,38000001,39000001
2567,17,39000001,40000001
2568,17,40000001,41000001
2569,17,41000001,42000001
2570,17,42000001,43000001
2571,17,43000001,44000001
2572,17,44000001,45000001
2573,17,45000001,46000001
2574,17,46000001,47000001
2575,17,47000001,48000001
2576,17,48000001,49000001
2577,17,49000001,50000001
2578,17,50000001,51000001
2579,17,51000001,52000001
2580,17,52000001,53000001
2581,17,53000001,54000001
2582,17,54000001,55000001
2583,17,55000001,56000001
2584,17,56000001,57000001
2585,17,57000001,58000001
2586,17,58000001,59000001
2587,17,59000001,60000001
2588,17,60000001,61000001
2589,17,61000001,62000001
2590,17,62000001,63000001
2591,17,63000001,64000001
2592,17,64000001,65000001
2593,17,65000001,66000001
2594,17,66000001,67000001
2595,17,67000001,68000001
2596,17,68000001,69000001
2597,17,69000001,70000001
2598,17,70000001,71000001
2599,17,71000001,72000001
2600,17,72000001,73000001
2601,17,73000001,74000001
2602,17,74000001,75000001
2603,17,75000001,76000001
2604,17,76000001,77000001
2605,17,77000001,78000001
2606,17,78000001,79000001
2607,17,79000001,80000001
2608,17,80000001,81000001
2609,17,81000001,82000001
2610,17,82000001,83000001
2611,18,1,1000001
2612,18,1000001,2000001
2613,18,2000001,3000001
2614,18,3000001,4000001
2615,18,4000001,5000001
2616,18,5000001,6000001
2617,18,6000001,7000001
2618,18,7000001,8000001
2619,18,8000001,9000001
2620,18,9000001,10000001
2621,18,10000001,11000001
2622,18,11000001,12000001
2623,18,12000001,13000001
2624,18,13000001,14000001
2625,18,14000001,15000001
2626,18,15000001,16000001
2627,18,16000001,17000001
2628,18,17000001,18000001
2629,18,18000001,19000001
2630,18,19000001,20000001
2631,18,20000001,21000001
2632,18,21000001,22000001
2633,18,22000001,23000001
2634,18,23000001,24000001
2635,18,24000001,25000001
2636,18,25000001,26000001
2637,18,26000001,27000001
2638,18,27000001,28000001
2639,18,28000001,29000001
2640,18,29000001,30000001
2641,18,30000001,31000001
2642,18,31000001,32000001
2643,18,32000001,33000001
2644,18,33000001,34000001
2645,18,34000001,35000001
2646,18,35000001,36000001
2647,18,36000001,37000001
2648,18,37000001,38000001
2649,18,38000001,39000001
2650,18,39000001,40000001
2651,18,40000001,41000001
2652,18,41000001,42000001
2653,18,42000001,43000001
2654,18,43000001,44000001
2655,18,44000001,45000001
2656,18,45000001,46000001
2657,18,46000001,47000001
2658,18,47000001,48000001
2659,18,48000001,49000001
2660,18,49000001,50000001
2661,18,50000001,51000001
2662,18,51000001,52000001
2663,18,52000001,53000001
2664,18,53000001,54000001
2665,18,54000001,55000001
2666,18,55000001,56000001
2667,18,56000001,57000001
2668,18,57000001,58000001
2669,18,58000001,59000001
2670,18,59000001,60000001
2671,18,60000001,61000001
2672,18,61000001,62000001
2673,18,62000001,63000001
2674,18,63000001,64000001
2675,18,64000001,65000001
2676,18,65000001,66000001
2677,18,66000001,67000001
2678,18,67000001,68000001
2679,18,68000001,69000001
2680,18,69000001,70000001
2681,18,70000001,71000001
2682,18,71000001,72000001
2683,18,72000001,73000001
2684,18,73000001,74000001
2685,18,74000001,75000001
2686,18,75000001,76000001
2687,18,76000001,77000001
2688,18,77000001,78000001
2689,18,78000001,79000001
2690,18,79000001,80000001
2691,19,1,1000001
2692,19,1000001,2000001
2693,19,2000001,3000001
2694,19,3000001,4000001
2695,19,4000001,5000001
2696,19,5000001,6000001
2697,19,6000001,7000001
2698,19,7000001,8000001
2699,19,8000001,9000001
2700,19,9000001,10000001
2701,19,10000001,11000001
2702,19,11000001,12000001
2703,19,12000001,13000001
2704,19,13000001,14000001
2705,19,14000001,15000001
2706,19,15000001,16000001
2707,19,16000001,17000001
2708,19,17000001,18000001
2709,19,18000001,19000001
2710,19,19000001,20000001
2711,19,20000001,21000001
2712,19,21000001,22000001
2713,19,22000001,23000001
2714,19,23000001,24000001
2715,19,24000001,25000001
2716,19,25000001,26000001
2717,19,26000001,27000001
2718,19,27000001,28000001
2719,19,28000001,29000001
2720,19,29000001,30000001
2721,19,30000001,31000001
2722,19,31000001,32000001
2723,19,32000001,33000001
2724,19,33000001,34000001
2725,19,34000001,35000001
2726,19,35000001,36000001
2727,19,36000001,37000001
2728,19,37000001,38000001
2729,19,38000001,39000001
2730,19,39000001,40000001
2731,19,40000001,41000001
2732,19,41000001,42000001
2733,19,42000001,43000001
2734,19,43000001,44000001
2735,19,44000001,45000001
2736,19,45000001,46000001
2737,19,46000001,47000001
2738,19,47000001,48000001
2739,19,48000001,49000001
2740,19,49000001,50000001
2741,19,50000001,51000001
2742,19,51000001,52000001
2743,19,52000001,53000001
2744,19,53000001,54000001
2745,19,54000001,55000001
2746,19,55000001,56000001
2747,19,56000001,57000001
2748,19,57000001,58000001
2749,19,58000001,59000001
2750,19,59000001,60000001
2751,19,60000001,61000001
2752,20,1,1000001
2753,20,1000001,2000001
2754,20,2000001,3000001
2755,20,3000001,4000001
2756,20,4000001,5000001
2757,20,5000001,6000001
2758,20,6000001,7000001
2759,20,7000001,8000001
2760,20,8000001,9000001
2761,20,9000001,10000001
2762,20,10000001,11000001
2763,20,11000001,12000001
2764,20,12000001,13000001
2765,20,13000001,14000001
2766,20,14000001,15000001
2767,20,15000001,16000001
2768,20,16000001,17000001
2769,20,17000001,18000001
2770,20,18000001,19000001
2771,20,19000001,20000001
2772,20,20000001,21000001
2773,20,21000001,22000001
2774,20,22000001,23000001
2775,20,23000001,24000001
2776,20,24000001,25000001
2777,20,25000001,26000001
2778,20,26000001,27000001
2779,20,27000001,28000001
2780,20,28000001,29000001
2781,20,29000001,30000001
2782,20,30000001,31000001
2783,20,31000001,32000001
2784,20,32000001,33000001
2785,20,33000001,34000001
2786,20,34000001,35000001
2787,20,35000001,36000001
2788,20,36000001,37000001
2789,20,37000001,38000001
2790,20,38000001,39000001
2791,20,39000001,40000001
2792,20,40000001,41000001
2793,20,41000001,42000001
2794,20,42000001,43000001
2795,20,43000001,44000001
2796,20,44000001,45000001
2797,20,45000001,46000001
2798,20,46000001,47000001
2799,20,47000001,48000001
2800,20,48000001,49000001
2801,20,49000001,50000001
2802,20,50000001,51000001
2803,20,51000001,52000001
2804,20,52000001,53000001
2805,20,53000001,54000001
2806,20,54000001,55000001
2807,20,55000001,56000001
2808,20,56000001,57000001
2809,20,57000001,58000001
2810,20,58000001,59000001
2811,20,59000001,60000001
2812,20,60000001,61000001
2813,20,61000001,62000001
2814,20,62000001,63000001
2815,20,63000001,64000001
2816,20,64000001,65000001
2817,21,1,1000001
2818,21,1000001,2000001
2819,21,2000001,3000001
2820,21,3000001,4000001
2821,21,4000001,5000001
2822,21,5000001,6000001
2823,21,6000001,7000001
2824,21,7000001,8000001
2825,21,8000001,9000001
2826,21,9000001,10000001
2827,21,10000001,11000001
2828,21,11000001,12000001
2829,21,12000001,13000001
2830,21,13000001,14000001
2831,21,14000001,15000001
2832,21,15000001,16000001
2833,21,16000001,17000001
2834,21,17000001,18000001
2835,21,18000001,19000001
2836,21,19000001,20000001
2837,21,20000001,21000001
2838,21,21000001,22000001
2839,21,22000001,23000001
2840,21,23000001,24000001
2841,21,24000001,25000001
2842,21,25000001,26000001
2843,21,26000001,27000001
2844,21,27000001,28000001
2845,21,28000001,29000001
2846,21,29000001,30000001
2847,21,30000001,31000001
2848,21,31000001,32000001
2849,21,32000001,33000001
2850,21,33000001,34000001
2851,21,34000001,35000001
2852,21,35000001,36000001
2853,21,36000001,37000001
2854,21,37000001,38000001
2855,21,38000001,39000001
2856,21,39000001,40000001
2857,21,40000001,41000001
2858,21,41000001,42000001
2859,21,42000001,43000001
2860,21,43000001,44000001
2861,21,44000001,45000001
2862,21,45000001,46000001
2863,21,46000001,47000001
2864,21,47000001,48000001
2865,21,48000001,49000001
2866,21,49000001,50000001
2867,22,1,1000001
2868,22,1000001,2000001
2869,22,2000001,3000001
2870,22,3000001,4000001
2871,22,4000001,5000001
2872,22,5000001,6000001
2873,22,6000001,7000001
2874,22,7000001,8000001
2875,22,8000001,9000001
2876,22,9000001,10000001
2877,22,10000001,11000001
2878,22,11000001,12000001
2879,22,12000001,13000001
2880,22,13000001,14000001
2881,22,14000001,15000001
2882,22,15000001,16000001
2883,22,16000001,17000001
2884,22,17000001,18000001
2885,22,18000001,19000001
2886,22,19000001,20000001
2887,22,20000001,21000001
2888,22,21000001,22000001
2889,22,22000001,23000001
2890,22,23000001,24000001
2891,22,24000001,25000001
2892,22,25000001,26000001
2893,22,26000001,27000001
2894,22,27000001,28000001
2895,22,28000001,29000001
2896,22,29000001,30000001
2897,22,30000001,31000001
2898,22,31000001,32000001
2899,22,32000001,33000001
2900,22,33000001,34000001
2901,22,34000001,35000001
2902,22,35000001,36000001
2903,22,36000001,37000001
2904,22,37000001,38000001
2905,22,38000001,39000001
2906,22,39000001,40000001
2907,22,40000001,41000001
2908,22,41000001,42000001
2909,22,42000001,43000001
2910,22,43000001,44000001
2911,22,44000001,45000001
2912,22,45000001,46000001
2913,22,46000001,47000001
2914,22,47000001,48000001
2915,22,48000001,49000001
2916,22,49000001,50000001
2917,22,50000001,51000001
2918,22,51000001,52000001
2919,22,52000001,53000001
